NumberActors,TotalFatalities,StartYear,StartMonth,EndMonth,Region,DurationM,DurationY
2,5000,1617,0,0,Europa,0,4
0,8000000,1618,7,10,Europa,363,30
9,250000,1618,7,6,Europa,47,4
2,0,1618,7,7,Europa,24,2
2,0,1618,0,0,Europa,0,0
2,2000,1618,0,0,Europa,0,1
2,94,1618,0,0,Africa,0,0
3,0,1618,0,0,Asia Sud-Est,0,5
2,0,1619,0,0,Africa,0,0
2,0,1619,0,8,Europa,0,1
2,0,1619,0,0,Asia Sud-Est,0,0
2,10000,1619,0,0,Europa,0,8
2,47870,1619,3,3,Asia Sud-Est,0,0
2,0,1619,0,0,Asia Sud-Est,0,3
2,0,1619,0,0,Asia Sud-Est,0,16
6,0,1620,7,2,Europa,31,3
5,7500,1620,9,10,Europa,13,1
2,0,1620,0,0,Europa,0,0
3,0,1620,0,0,Europa,0,3
2,0,1620,0,0,Europa,0,15
2,0,1620,0,0,Europa,0,2
3,0,1620,6,6,Europa,24,2
2,0,1620,0,0,Africa,0,0
2,1600,1621,2,10,Europa,20,1
2,424500,1621,8,1,Europa,317,27
2,0,1621,0,0,Africa,0,1
3,0,1621,0,0,Africa,0,2
2,0,1621,0,0,Asia Sud-Est,0,0
2,347,1622,3,3,Nord America,0,0
2,0,1622,0,0,Medio Oriente,0,0
2,0,1622,0,0,Africa,0,0
2,0,1622,0,0,Asia Sud-Est,0,0
2,0,1622,0,0,Asia Centrale,0,1
9,0,1623,8,0,Europa,0,8
2,0,1623,0,0,Medio Oriente,0,8
2,0,1623,0,0,Europa,0,2
2,0,1623,0,0,Europa,0,2
2,0,1623,0,0,Africa,0,0
2,0,1623,0,0,Africa,0,0
2,0,1623,2,2,Asia Sud-Est,0,0
2,0,1623,0,0,Asia Sud-Est,0,10
2,0,1623,0,0,Asia Sud-Est,0,0
2,0,1623,0,0,Asia Sud-Est,0,0
2,0,1624,0,0,Africa,0,1
2,0,1624,0,0,Sud America,0,5
7,1900,1624,1,3,Europa,26,2
2,6000,1624,3,11,Europa,80,6
2,0,1624,0,0,Africa,0,0
2,0,1624,0,0,Africa,0,0
2,0,1625,0,0,Nord America,0,0
8,825000,1625,7,6,Europa,47,4
2,0,1625,7,6,Europa,47,4
4,1800,1625,0,0,Europa,0,9
2,0,1625,0,0,Europa,0,1
2,800,1625,0,0,Europa,0,1
3,9000,1625,7,10,Europa,51,4
2,0,1625,0,0,Africa,0,0
2,0,1625,0,0,Africa,0,0
2,0,1626,0,0,Europa,0,0
2,0,1626,0,0,Europa,0,1
2,0,1626,0,0,Africa,0,1
2,0,1626,0,0,Asia Sud-Est,0,0
3,3450,1627,3,6,Europa,27,2
2,0,1627,4,9,Europa,17,1
2,0,1627,0,0,Europa,0,0
2,0,1627,0,0,Europa,0,18
2,0,1627,0,0,Asia Sud-Est,0,0
2,28875,1627,0,0,Asia Sud-Est,0,2
2,0,1627,0,0,Asia Sud-Est,0,0
2,0,1628,0,0,Europa,0,3
5,7800,1628,0,4,Europa,0,3
2,2250,1628,0,0,Europa,0,0
2,0,1628,0,0,Europa,0,0
2,0,1628,0,0,Africa,0,0
4,0,1628,0,0,Asia Sud-Est,0,0
2,0,1628,0,0,Asia Sud-Est,0,17
2,0,1629,0,0,Africa,0,0
2,0,1629,0,0,Europa,0,1
2,3000,1629,0,0,Asia Sud-Est,0,0
2,0,1629,12,12,Asia Sud-Est,0,0
2,0,1630,0,0,Sud America,0,0
9,0,1630,7,10,Europa,219,18
2,0,1630,0,0,Europa,0,0
2,0,1630,0,0,Europa,0,0
2,0,1630,0,0,Africa,0,5
2,0,1630,0,0,Africa,0,5
2,0,1630,0,0,Africa,0,0
4,0,1630,0,0,Asia Centrale,0,0
2,0,1631,0,0,Sud America,0,0
2,0,1631,0,0,Europa,0,0
5,0,1631,8,5,Europa,45,4
2,0,1631,0,0,Africa,0,0
2,0,1631,6,6,Africa,0,0
2,250,1631,8,3,Africa,7,1
2,40,1631,0,0,Asia Centrale,0,0
2,0,1631,0,0,Asia Sud-Est,0,1
2,53783,1631,0,0,Asia Sud-Est,0,10
3,0,1631,0,9,Asia Sud-Est,0,14
2,0,1632,0,9,Europa,0,0
2,16050,1632,9,2,Europa,17,2
2,0,1632,0,0,Europa,0,2
2,3000,1632,0,0,Europa,0,9
2,0,1632,0,0,Europa,0,1
2,0,1632,0,0,Africa,0,0
2,0,1633,0,0,Europa,0,1
2,0,1633,11,11,Europa,0,0
2,0,1633,0,0,Africa,0,2
2,0,1633,0,0,Africa,0,4
2,0,1633,0,0,Asia Centrale,0,1
2,0,1633,0,0,Asia Sud-Est,0,3
2,0,1633,0,0,Asia Centrale,0,1
2,0,1634,0,0,Europa,0,0
3,0,1635,0,0,Nord America,0,0
2,0,1635,0,0,Sud America,0,0
2,0,1635,0,0,Asia Sud-Est,0,0
2,0,1635,0,0,Medio Oriente,0,0
2,0,1635,0,0,Africa,0,2
8,130300,1635,5,10,Europa,161,13
3,108000,1635,5,10,Europa,161,13
2,0,1635,8,10,Europa,62,5
2,0,1635,0,0,Africa,0,0
3,0,1635,0,0,Asia Sud-Est,0,1
2,0,1636,0,0,Europa,0,0
2,2000,1636,0,6,Europa,0,1
2,0,1636,0,0,Africa,0,7
2,0,1636,0,0,Asia Centrale,0,0
2,0,1636,0,0,Asia Sud-Est,0,0
2,0,1636,12,2,Asia Sud-Est,2,1
2,0,1636,0,0,Asia Sud-Est,0,8
2,1000,1637,0,5,Nord America,0,0
2,0,1637,0,0,Europa,0,1
2,0,1637,0,0,Europa,0,0
2,2250,1637,0,0,Europa,0,0
2,0,1637,0,0,Europa,0,2
2,0,1637,0,0,Europa,0,0
2,0,1637,0,8,Africa,0,0
0,0,1637,0,0,Africa,0,5
2,13000,1637,10,2,Asia Sud-Est,4,1
3,0,1637,0,0,Asia Sud-Est,0,0
2,0,1638,0,0,Africa,0,0
2,2250,1638,0,0,Europa,0,0
2,0,1638,0,0,Europa,0,0
0,0,1638,0,0,Asia Sud-Est,0,2
2,0,1638,0,0,Asia Sud-Est,0,0
2,0,1638,0,0,Medio Oriente,0,0
2,0,1638,0,0,Africa,0,0
2,0,1638,0,0,Africa,0,0
2,400,1639,3,6,Europa,3,0
2,200,1639,8,12,Europa,4,0
2,0,1639,0,0,Asia Sud-Est,0,3
2,400,1640,8,0,Europa,0,0
3,0,1640,7,1,Asia Sud-Est,6,1
2,0,1640,5,0,Europa,0,19
2,0,1640,12,12,Europa,0,0
4,0,1641,0,5,Europa,0,3
2,0,1641,0,0,Europa,0,0
2,4800,1641,10,0,Europa,0,8
2,0,1641,0,0,Africa,0,0
2,0,1641,0,0,Asia Centrale,0,0
2,0,1641,0,0,Asia Centrale,0,0
2,0,1641,0,12,Africa,0,0
4,0,1642,0,0,Europa,0,2
2,30000,1642,8,6,Europa,46,4
2,0,1642,0,0,Africa,0,0
2,0,1642,0,0,Africa,0,0
2,0,1642,0,0,Asia Sud-Est,0,0
2,0,1643,0,0,Europa,0,1
2,0,1643,0,0,Europa,0,0
2,0,1643,0,8,Europa,0,2
2,0,1643,5,5,Africa,0,0
2,0,1643,0,0,Asia Centrale,0,3
2,0,1643,0,0,Asia Centrale,0,0
4,13000,1644,9,2,Europa,17,2
2,0,1644,0,0,Africa,0,0
2,0,1644,0,0,Africa,0,0
2,0,1644,0,0,Africa,0,0
2,0,1644,0,0,Asia Centrale,0,2
3,0,1644,0,0,Asia Sud-Est,0,0
2,817000,1644,0,0,Asia Sud-Est,0,18
2,0,1645,0,12,Europa,0,0
2,100000,1645,8,9,Europa,289,24
2,0,1645,0,0,Sud America,0,1
2,260,1645,2,0,Africa,0,0
3,0,1645,0,0,Africa,0,0
2,0,1646,0,0,Europa,0,1
2,0,1646,0,0,Nord America,0,0
2,0,1646,0,0,Europa,0,3
3,0,1646,0,0,Europa,0,2
2,0,1646,0,2,Africa,0,1
2,0,1646,0,0,Asia Sud-Est,0,0
2,0,1647,0,0,Europa,0,0
3,10000,1647,0,0,Asia Centrale,0,11
3,0,1647,7,4,Europa,9,1
2,0,1647,0,0,Asia Sud-Est,0,41
2,0,1648,0,0,Europa,0,1
3,3000,1648,3,8,Europa,5,0
2,0,1648,0,0,Medio Oriente,0,0
2,0,1648,0,0,Nord America,0,2
2,11250,1648,8,2,Europa,54,5
2,0,1648,0,0,Europa,0,1
3,200000,1648,0,0,Europa,0,1
2,0,1648,0,0,Europa,0,0
2,0,1648,0,0,Europa,0,6
4,3000,1648,0,8,Africa,0,0
3,1000,1648,0,0,Asia Centrale,0,5
2,3000,1649,9,5,Europa,32,3
2,5000,1650,4,5,Europa,25,2
2,0,1650,0,7,Europa,0,4
3,0,1650,5,6,Europa,97,8
2,0,1650,0,0,Europa,0,0
2,0,1650,0,0,Medio Oriente,0,0
2,0,1650,0,0,Africa,0,0
2,0,1650,0,0,Asia Sud-Est,0,6
2,0,1650,0,0,Asia Sud-Est,0,30
3,0,1650,0,0,Europa,0,0
4,686,1650,0,0,Asia Centrale,0,1
2,0,1651,0,0,Europa,0,0
3,80000,1651,7,5,Europa,34,3
2,0,1651,0,0,Asia Sud-Est,0,0
2,0,1651,0,0,Sud America,0,3
2,0,1651,0,0,Asia Sud-Est,0,0
2,0,1652,0,0,Europa,0,0
2,26040,1652,5,7,Europa,14,1
2,0,1652,0,0,Europa,0,1
3,0,1652,0,0,Africa,0,1
2,0,1652,0,0,Asia Centrale,0,0
2,0,1652,0,0,Asia Centrale,0,0
2,0,1653,0,0,Africa,0,0
2,0,1653,0,0,Africa,0,0
3,8000,1654,0,0,Europa,0,2
2,0,1654,0,0,Asia Sud-Est,0,16
2,0,1654,0,0,Europa,0,4
2,0,1654,0,0,Asia Centrale,0,0
3,0,1655,0,4,Africa,0,0
2,7500,1655,5,0,Nord America,0,2
2,0,1655,3,5,Europa,2,0
2,540,1655,10,1,Europa,3,1
7,30000,1655,7,6,Europa,71,6
2,0,1655,0,0,Asia Centrale,0,0
2,0,1655,0,0,Asia Sud-Est,0,0
5,16650,1656,0,11,Europa,0,3
2,0,1656,1,1,Europa,0,0
2,0,1656,0,0,Europa,0,0
3,0,1656,0,0,Asia Sud-Est,0,0
3,9600,1657,2,8,Europa,6,0
2,8000,1657,0,0,Europa,0,1
2,0,1657,0,0,Europa,0,3
2,4000,1657,0,8,Europa,0,4
3,73440,1657,0,6,Europa,0,8
2,0,1657,0,0,Africa,0,0
2,0,1657,0,0,Asia Sud-Est,0,2
2,0,1658,0,0,Europa,0,0
4,38000,1658,0,1,Europa,0,9
4,0,1658,5,1,Europa,44,4
2,0,1658,0,0,Africa,0,1
2,0,1658,0,0,Africa,0,2
2,0,1658,0,0,Asia Centrale,0,0
2,150,1658,0,0,Asia Centrale,0,0
2,0,1659,0,0,Africa,0,0
2,0,1660,0,0,Europa,0,0
2,0,1660,0,0,Europa,0,0
2,0,1660,0,0,Africa,0,0
3,0,1660,0,0,Asia Sud-Est,0,10
2,0,1661,0,0,Europa,0,0
2,0,1661,0,0,Africa,0,0
2,0,1661,0,0,Africa,0,0
3,0,1661,2,2,Africa,0,0
2,2000,1661,0,0,Asia Sud-Est,0,0
2,1600,1661,4,12,Asia Sud-Est,8,0
2,20000,1662,0,8,Europa,0,2
2,0,1662,0,0,Africa,0,0
2,0,1663,0,0,Nord America,0,2
2,0,1663,0,0,Africa,0,3
2,0,1663,0,0,Europa,0,0
2,7000,1663,0,0,Europa,0,6
2,0,1663,0,0,Africa,0,0
2,0,1663,0,0,Asia Centrale,0,0
2,27600,1664,0,0,Europa,0,2
2,0,1664,0,0,Europa,0,0
2,0,1664,0,0,Africa,0,2
2,0,1664,0,6,Africa,0,2
5,37000,1665,3,7,Europa,28,2
2,0,1665,0,0,Europa,0,1
2,0,1665,10,10,Africa,0,0
2,0,1665,0,0,Asia Centrale,0,0
2,0,1665,0,0,Asia Centrale,0,0
2,0,1666,0,0,Africa,0,0
3,1500,1666,0,0,Africa,0,1
2,0,1666,0,11,Europa,0,0
2,0,1666,0,0,Asia Centrale,0,3
3,5250,1667,5,9,Europa,28,2
2,2000,1667,5,5,Europa,12,1
2,0,1667,0,0,Europa,0,0
3,0,1667,0,0,Europa,0,3
2,0,1667,0,0,Africa,0,0
2,0,1667,0,0,Asia Centrale,0,0
2,0,1668,0,0,Europa,0,0
2,0,1668,0,0,Europa,0,0
2,0,1668,0,0,Europa,0,8
3,1200,1668,9,6,Europa,9,1
2,0,1668,0,0,Nord America,0,3
2,0,1668,0,0,Africa,0,0
2,0,1668,0,0,Africa,0,0
2,0,1668,0,0,Asia Sud-Est,0,0
3,0,1669,0,0,Asia Sud-Est,0,12
2,0,1669,0,0,Africa,0,3
2,0,1669,0,0,Europa,0,0
2,0,1669,0,0,Asia Centrale,0,0
2,0,1669,6,0,Asia Sud-Est,0,3
2,0,1670,0,0,Africa,0,2
2,0,1670,0,0,Europa,0,0
2,1000,1670,0,0,Europa,0,0
2,0,1670,0,0,Europa,0,0
2,12000,1670,0,12,Europa,0,1
2,0,1670,0,0,Africa,0,0
3,0,1670,0,0,Africa,0,0
2,0,1670,0,9,Africa,0,1
2,0,1670,0,0,Africa,0,0
2,0,1670,0,0,Asia Centrale,0,0
2,0,1671,1,1,Nord America,0,0
4,30000,1672,6,11,Europa,17,1
2,0,1672,0,0,Asia Sud-Est,0,0
2,1500,1672,0,0,Africa,0,1
2,1200,1672,0,0,Europa,0,2
2,4000,1672,0,0,Europa,0,3
2,16200,1672,3,2,Europa,23,2
10,307000,1672,5,11,Europa,78,6
4,0,1673,12,10,Asia Sud-Est,94,8
2,0,1674,0,0,Nord America,0,0
4,0,1674,0,0,Europa,0,0
4,0,1674,0,0,Europa,0,5
2,0,1674,0,0,Africa,0,0
2,0,1674,0,0,Europa,0,7
2,0,1674,0,0,Africa,0,0
2,0,1675,9,8,Nord America,11,1
2,0,1675,0,0,Europa,0,0
2,0,1675,0,0,Europa,0,0
3,0,1675,0,10,Europa,0,1
2,0,1675,0,0,Europa,0,0
7,0,1675,6,6,Europa,48,4
2,0,1676,0,0,Europa,0,3
3,0,1671,5,5,Nord America,60,5
3,12000,1677,0,1,Europa,0,4
2,0,1677,0,6,Africa,0,0
2,0,1677,0,0,Asia Centrale,0,0
2,7000,1678,0,0,Europa,0,5
2,0,1678,0,0,Europa,0,0
2,0,1678,0,0,Africa,0,0
3,0,1678,0,0,Africa,0,0
2,0,1678,0,0,Africa,0,0
2,2000,1679,6,6,Europa,0,0
2,0,1679,0,0,Africa,0,1
3,0,1679,0,0,Africa,0,0
2,0,1679,0,0,Africa,0,0
2,0,1679,0,0,Africa,0,0
3,0,1679,0,0,Asia Centrale,0,0
2,0,1679,0,0,Asia Sud-Est,0,0
2,0,1680,0,0,Europa,0,0
2,0,1681,0,0,Africa,0,0
2,0,1681,0,0,Africa,0,3
2,0,1681,0,0,Africa,0,0
4,0,1681,0,0,Africa,0,0
2,0,1681,0,0,Asia Centrale,0,1
2,0,1682,0,0,Africa,0,1
2,0,1682,0,0,Africa,0,10
2,0,1682,0,0,Europa,0,0
2,0,1682,5,0,Europa,0,2
4,0,1682,0,0,Africa,0,0
3,5000,1683,0,0,Europa,0,1
2,0,1683,0,0,Nord America,0,0
8,384000,1683,6,1,Europa,187,16
2,0,1683,0,0,Asia Sud-Est,0,0
2,0,1683,0,0,Asia Centrale,0,1
2,0,1684,0,0,Europa,0,1
2,0,1684,0,6,Europa,0,0
2,0,1684,0,0,Asia Centrale,0,0
3,0,1684,0,0,Asia Centrale,0,1
2,0,1685,6,9,Europa,3,0
2,0,1685,0,6,Europa,0,0
2,0,1685,0,0,Asia Centrale,0,0
2,0,1686,0,0,Europa,0,1
2,0,1686,10,0,Asia Sud-Est,0,0
2,0,1686,0,0,Africa,0,0
2,0,1686,0,0,Africa,0,0
2,0,1686,0,0,Africa,0,0
3,0,1686,0,0,Asia Sud-Est,0,1
2,0,1686,0,0,Asia Sud-Est,0,0
2,0,1687,0,0,Nord America,0,2
2,2000,1687,0,0,Europa,0,0
2,0,1687,0,0,Europa,0,2
2,0,1687,11,11,Europa,0,0
2,0,1687,0,0,Europa,0,0
2,0,1687,0,0,Africa,0,0
2,0,1687,0,0,Africa,0,0
2,0,1687,8,8,Asia Sud-Est,0,0
10,580000,1688,9,8,Europa,107,9
2,0,1688,10,2,Europa,4,1
2,0,1688,0,0,Africa,0,1
2,0,1688,0,0,Africa,0,1
2,0,1688,0,0,Asia Centrale,0,0
2,2000,1689,0,0,Europa,0,0
2,0,1689,0,0,Europa,0,0
2,200,1689,0,8,Asia Centrale,0,0
2,0,1689,6,0,Europa,0,1
3,0,1689,3,10,Europa,31,2
2,0,1689,0,3,Nord America,0,2
4,0,1689,0,0,Africa,0,13
2,0,1689,0,0,Africa,0,4
2,0,1690,0,0,Africa,0,0
2,0,1690,0,0,Asia Centrale,0,0
2,0,1690,0,0,Asia Centrale,0,2
3,0,1690,8,4,Asia Sud-Est,80,7
3,0,1691,0,0,Asia Centrale,0,0
2,0,1692,2,2,Europa,0,0
2,3750,1693,0,0,Africa,0,1
2,0,1693,0,0,Africa,0,0
3,0,1693,0,0,Africa,0,0
2,0,1693,0,0,Asia Sud-Est,0,0
3,0,1694,0,0,Africa,0,0
2,0,1694,0,0,Africa,0,0
2,0,1694,0,0,Africa,0,0
2,30000,1695,0,0,Europa,0,5
2,0,1695,0,0,Africa,0,0
2,0,1695,0,0,Asia Centrale,0,1
2,0,1695,0,0,Asia Centrale,0,3
2,11200,1696,0,0,Europa,0,1
2,0,1696,0,0,Africa,0,0
2,0,1696,0,0,Africa,0,0
2,2500,1696,3,12,Africa,33,2
2,0,1696,0,0,Asia Centrale,0,0
2,0,1696,0,0,Asia Centrale,0,1
2,0,1697,0,0,Africa,0,0
2,0,1697,0,0,Africa,0,0
2,0,1697,0,0,Africa,0,0
2,0,1698,0,10,Europa,0,0
2,0,1698,0,0,Africa,0,0
2,0,1698,0,0,Africa,0,0
2,0,1699,0,0,Europa,0,0
2,0,1699,0,0,Europa,0,1
2,0,1699,0,0,Africa,0,2
2,0,1699,0,0,Africa,0,0
9,800000,1700,3,8,Europa,257,21
3,0,1700,6,9,Europa,75,6
2,0,1700,0,0,Asia Centrale,0,1
10,1205000,1701,2,9,Europa,163,13
2,0,1701,0,0,Europa,0,2
2,0,1701,0,4,Africa,0,0
2,0,1701,0,0,Asia Centrale,0,0
2,0,1702,0,0,Nord America,0,0
2,4000,1702,0,0,Europa,0,4
2,43200,1703,0,5,Europa,0,8
2,0,1703,0,0,Africa,0,0
2,0,1703,0,0,Africa,0,0
2,0,1703,0,0,Asia Centrale,0,0
2,0,1703,0,0,Asia Sud-Est,0,2
3,0,1704,4,4,Nord America,0,0
2,0,1704,0,0,Africa,0,0
2,0,1705,7,0,Europa,0,6
2,0,1705,0,0,Europa,0,1
2,0,1705,0,0,Europa,0,10
2,0,1705,0,0,Africa,0,0
2,0,1705,0,0,Asia Sud-Est,0,0
2,0,1706,0,0,Asia Centrale,0,1
3,0,1707,0,0,Asia Sud-Est,0,0
2,28500,1707,10,11,Europa,13,1
2,0,1708,0,0,Africa,0,0
2,0,1708,0,0,Sud America,0,0
2,0,1708,0,0,Africa,0,0
2,0,1708,0,0,Asia Centrale,0,1
3,0,1708,0,0,Asia Centrale,0,0
2,0,1708,0,0,Asia Centrale,0,7
3,0,1709,0,0,Europa,0,10
2,0,1709,0,0,Europa,0,11
2,0,1709,0,0,Medio Oriente,0,2
2,0,1709,0,0,Asia Sud-Est,0,0
3,0,1710,0,0,Sud America,0,1
2,0,1710,11,7,Europa,8,1
2,0,1710,0,0,Asia Centrale,0,0
2,700,1710,0,0,Asia Sud-Est,0,8
2,0,1711,0,0,Nord America,0,0
2,0,1711,0,0,Nord America,0,0
2,2000,1711,0,0,Europa,0,0
2,0,1711,4,6,Africa,2,0
3,0,1711,0,0,Africa,0,0
3,0,1711,0,1,Africa,0,1
2,0,1711,0,0,Asia Centrale,0,0
2,0,1711,0,0,Asia Centrale,0,0
2,0,1712,0,0,Europa,0,0
0,0,1712,0,0,Asia Sud-Est,0,0
3,0,1713,0,0,Asia Centrale,0,0
2,45000,1714,0,7,Europa,0,4
2,0,1714,0,0,Europa,0,0
3,70,1714,0,0,Asia Centrale,0,0
2,2500,1715,0,11,Europa,0,4
2,0,1715,0,0,Europa,0,5
2,1000,1715,9,2,Europa,5,1
2,0,1715,0,0,Nord America,0,0
2,5500,1715,0,0,Europa,0,2
2,0,1715,0,0,Africa,0,11
2,25500,1716,4,7,Europa,27,2
2,2000,1716,0,0,Europa,0,1
2,0,1716,0,0,Africa,0,6
2,0,1716,0,0,Medio Oriente,0,0
2,2000,1716,0,0,Asia Sud-Est,0,2
2,0,1717,8,11,Europa,3,0
2,0,1717,0,0,Asia Sud-Est,0,2
5,28350,1717,11,2,Europa,27,3
2,0,1718,7,7,Europa,0,0
2,13000,1718,0,0,Asia Sud-Est,0,0
2,0,1718,0,0,Asia Sud-Est,0,2
2,0,1719,0,9,Europa,0,2
2,0,1719,0,0,Europa,0,0
0,0,1719,0,0,Medio Oriente,0,28
2,0,1719,0,0,Africa,0,0
2,0,1720,0,0,Nord America,0,2
2,0,1720,0,0,Africa,0,0
2,0,1720,0,0,Europa,0,1
2,0,1720,0,10,Asia Sud-Est,0,2
2,0,1720,0,0,Asia Sud-Est,0,0
2,0,1721,0,0,Sud America,0,4
2,0,1721,0,0,Africa,0,0
2,0,1721,0,0,Asia Sud-Est,0,0
2,4000,1722,0,9,Europa,0,1
2,0,1722,0,0,Europa,0,2
2,0,1722,3,9,Medio Oriente,6,0
2,0,1722,0,0,Asia Centrale,0,0
2,0,1723,0,0,Africa,0,0
3,0,1723,0,12,Asia Sud-Est,0,0
2,0,1724,0,0,Medio Oriente,0,0
2,0,1724,0,0,Africa,0,0
2,0,1724,0,0,Asia Sud-Est,0,0
2,0,1724,0,0,Asia Sud-Est,0,0
2,0,1725,0,0,Africa,0,0
3,0,1725,0,0,Medio Oriente,0,4
3,0,1727,2,5,Europa,3,0
2,0,1727,0,0,Europa,0,0
2,0,1727,0,0,Africa,0,23
2,0,1727,0,0,Africa,0,0
6,0,1727,2,0,Africa,0,2
2,0,1728,0,0,Africa,0,1
2,0,1728,0,0,Africa,0,0
4,0,1729,0,0,Europa,0,16
2,0,1729,0,0,Africa,0,0
2,0,1729,0,11,Africa,0,0
2,0,1729,0,0,Africa,0,2
2,0,1729,4,11,Africa,7,0
2,0,1729,0,0,Asia Sud-Est,0,1
2,800,1729,0,0,Asia Centrale,0,2
2,0,1730,0,0,Europa,0,1
2,0,1730,0,0,Africa,0,0
2,0,1730,0,10,Medio Oriente,0,5
2,0,1730,0,0,Asia Sud-Est,0,0
2,0,1731,0,0,Europa,0,0
2,0,1731,0,0,Africa,0,12
2,0,1731,0,0,Asia Centrale,0,1
2,0,1731,7,7,Asia Centrale,0,0
2,0,1731,0,0,Asia Centrale,0,0
2,0,1732,0,0,Africa,0,0
2,0,1732,0,0,Asia Sud-Est,0,0
7,85000,1733,8,5,Europa,21,2
2,0,1734,0,0,Europa,0,1
2,0,1734,0,0,Europa,0,0
2,0,1735,0,0,Sud America,0,2
2,0,1735,0,0,Africa,0,0
2,0,1735,0,0,Europa,0,0
2,0,1736,0,0,Sud America,0,1
3,200000,1736,5,10,Europa,41,3
2,0,1736,0,0,Asia Sud-Est,0,0
2,22600,1736,0,0,Asia Sud-Est,0,0
2,0,1737,0,0,Africa,0,0
0,0,1737,0,0,Asia Sud-Est,0,0
3,0,1738,0,3,Asia Sud-Est,0,1
2,0,1738,0,0,Asia Centrale,0,0
2,26000,1739,10,0,Nord America,0,4
2,0,1739,0,0,Africa,0,0
2,23400,1740,12,7,Europa,19,2
10,330270,1740,12,10,Europa,94,8
2,0,1740,0,0,Europa,0,0
2,0,1740,0,0,Asia Centrale,0,0
5,0,1740,5,0,Asia Sud-Est,0,3
2,0,1740,0,0,Asia Sud-Est,0,7
2,0,1740,3,10,Asia Sud-Est,7,0
2,10000,1741,8,8,Europa,24,2
2,0,1741,0,0,Africa,0,0
2,0,1741,5,0,Asia Centrale,0,1
2,0,1741,0,0,Asia Sud-Est,0,0
2,0,1742,0,0,Africa,0,0
3,0,1743,0,0,Africa,0,0
2,0,1744,3,10,Nord America,55,4
2,27800,1744,8,12,Europa,16,1
2,0,1744,0,0,Medio Oriente,0,2
2,0,1744,0,0,Africa,0,0
2,0,1744,0,0,Africa,0,0
2,1580,1744,3,0,Asia Sud-Est,0,4
2,0,1744,0,0,Asia Centrale,0,3
2,2500,1745,8,4,Europa,8,1
2,0,1745,0,0,Medio Oriente,0,0
2,0,1745,0,0,Africa,0,0
2,0,1745,0,0,Africa,0,0
2,0,1745,0,0,Africa,0,0
2,340,1745,0,0,Asia Centrale,0,11
5,0,1746,0,0,Asia Centrale,0,0
2,0,1746,0,0,Asia Sud-Est,0,0
2,0,1747,0,0,Europa,0,0
2,0,1747,0,0,Medio Oriente,0,0
2,0,1747,0,0,Africa,0,0
2,0,1747,0,0,Africa,0,0
2,0,1747,0,0,Africa,0,0
2,0,1747,0,0,Asia Sud-Est,0,0
2,0,1747,12,1,Asia Sud-Est,109,10
2,0,1747,0,0,Asia Sud-Est,0,2
2,0,1749,0,0,Sud America,0,0
2,1512,1749,8,0,Asia Sud-Est,0,5
2,0,1749,0,0,Asia Sud-Est,0,0
2,0,1750,0,0,Sud America,0,6
2,0,1750,0,0,Africa,0,17
2,0,1750,0,0,Africa,0,0
2,0,1750,0,0,Asia Sud-Est,0,0
2,0,1750,0,0,Asia Sud-Est,0,1
2,0,1751,0,0,Europa,0,2
2,0,1752,0,0,Africa,0,0
2,0,1752,0,0,Asia Centrale,0,0
2,0,1752,0,0,Asia Sud-Est,0,1
2,0,1753,0,0,Asia Centrale,0,1
2,0,1753,0,0,Asia Sud-Est,0,0
2,0,1753,0,0,Asia Centrale,0,5
2,290,1754,5,9,Nord America,76,6
2,0,1754,0,0,Europa,0,1
2,0,1754,0,0,Africa,0,2
2,0,1755,0,0,Europa,0,13
2,0,1755,0,0,Europa,0,0
2,1000000,1755,0,0,Asia Centrale,0,2
17,988000,1756,8,2,Europa,78,7
2,1138,1756,6,6,Asia Sud-Est,12,1
3,0,1756,0,0,Asia Sud-Est,0,1
2,0,1756,0,0,Asia Sud-Est,0,1
2,0,1757,0,0,Africa,0,0
2,0,1757,0,0,Asia Sud-Est,0,0
2,0,1757,0,0,Asia Sud-Est,0,2
2,0,1758,0,0,Nord America,0,4
2,0,1758,9,9,Europa,0,0
2,3079,1758,3,1,Asia Sud-Est,34,3
3,0,1759,0,0,Sud America,0,9
2,330,1759,11,11,Asia Sud-Est,0,0
2,0,1759,0,0,Asia Sud-Est,0,0
2,0,1760,0,0,Africa,0,0
2,0,1760,0,0,Africa,0,0
2,0,1760,4,4,Africa,0,0
2,0,1760,0,0,Africa,0,0
2,0,1760,11,1,Asia Sud-Est,2,1
2,0,1760,0,0,Asia Sud-Est,0,0
3,800,1761,0,0,Asia Sud-Est,0,4
2,0,1761,0,0,Asia Sud-Est,0,0
3,1000,1762,5,5,Europa,0,0
2,0,1762,0,0,Nord America,0,1
2,0,1762,0,0,Sud America,0,1
2,0,1763,7,0,Europa,0,0
2,10105,1763,6,5,Asia Sud-Est,23,2
2,0,1763,0,0,Asia Sud-Est,0,2
2,1000,1763,0,0,Nord America,0,0
2,0,1763,0,0,Asia Sud-Est,0,0
2,0,1764,0,0,Europa,0,0
2,0,1764,0,12,Asia Sud-Est,0,0
2,0,1764,0,0,Asia Sud-Est,0,1
2,0,1765,0,0,Africa,0,0
2,20000,1765,0,0,Asia Sud-Est,0,5
2,0,1766,0,0,Europa,0,0
2,5345,1766,0,0,Asia Sud-Est,0,3
2,0,1766,0,0,Europa,0,2
